Iteration number: 1
Iteration number: 1


| #  | Trade Date | Exit Date  |Ticker |Enter Price | Stop Loss  |Take Profit | Exit Price | Winner |  Capital   | Position |Spread|
|150 | 2022-12-26 | 2023-02-23 |  HPB  |       0.016|       0.032|       0.008|       0.014|  Yes   |     644.659|  Short   | 0.000|
|151 | 2022-12-28 | 2023-02-25 | PIAS  |       0.073|       0.146|       0.037|       0.146|  Yes   |     697.714|  Short   | 0.000|
|152 | 2023-02-08 | 2023-03-03 |  GFT  |       0.126|       0.251|       0.063|       0.251|  Yes   |     744.499|  Short   | 0.000|
|153 | 2023-02-27 | 2023-03-04 |  CBG  |       1.780|       3.560|       0.890|       0.890|   No   |     674.727|  Short   | 0.000|
|154 | 2023-03-04 | 2023-03-05 | AION  |       0.018|       0.037|       0.009|       0.037|  Yes   |     711.952|  Short   | 0.000|
|155 | 2023-01-06 | 2023-03-06 | SAMO  |       0.004|       0.008|       0.002|       0.004|  Yes   |     713.307|  Short   | 0.000|
|156 | 2023-01-21 | 2023-03-09 | CRPT  |       0.188|       0.376|       0.094|       0.376|  Yes   |     765.290|  Short   | 0.000|
|157 | 2023-02-16 | 2023-03-14 | WOOL  |       0.016|       0.031|       0.008|       0.008|   No   |     694.057|  Short   | 0.000|
|158 | 2023-03-19 | 2023-03-21 | AIAI  |       0.001|       0.002|       0.000|       0.000|   No   |     624.651|  Short   | 0.000|
|159 | 2023-01-23 | 2023-03-23 |  SNM  |       1.067|       2.135|       0.534|       0.766|  Yes   |     654.035|  Short   | 0.000|
|160 | 2023-03-08 | 2023-03-23 |  MAV  |       4.100|       8.200|       2.050|       8.200|  Yes   |     689.701|  Short   | 0.000|
|161 | 2023-04-03 | 2023-04-04 | AIAI  |       0.000|       0.001|       0.000|       0.000|   No   |     620.731|  Short   | 0.000|
|162 | 2023-04-09 | 2023-04-10 |  JUP  |       0.005|       0.011|       0.003|       0.003|   No   |     558.658|  Short   | 0.000|
|163 | 2023-04-07 | 2023-04-17 |  BHO  |       0.001|       0.002|       0.001|       0.002|  Yes   |     589.694|  Short   | 0.000|
|164 | 2023-03-02 | 2023-04-18 | AIPAD |       0.545|       1.090|       0.272|       1.090|  Yes   |     624.580|  Short   | 0.000|
|165 | 2023-02-21 | 2023-04-21 | IRIS  |       0.040|       0.079|       0.020|       0.027|  Yes   |     644.045|  Short   | 0.000|
|166 | 2023-03-04 | 2023-04-21 |  HAO  |       0.008|       0.016|       0.004|       0.016|  Yes   |     681.270|  Short   | 0.000|
|167 | 2023-03-16 | 2023-04-25 |  IOI  |       0.202|       0.405|       0.101|       0.405|  Yes   |     715.973|  Short   | 0.000|
|168 | 2023-04-25 | 2023-04-26 | USDH  |       0.999|       1.997|       0.499|       0.499|   No   |     647.846|  Short   | 0.000|
|169 | 2023-03-01 | 2023-04-29 | QANX  |       0.016|       0.031|       0.008|       0.010|  Yes   |     674.937|  Short   | 0.000|
|170 | 2023-04-11 | 2023-05-01 | TANK  |       0.012|       0.023|       0.006|       0.023|  Yes   |     702.870|  Short   | 0.000|
|171 | 2023-04-03 | 2023-05-02 |  ZMT  |       0.061|       0.122|       0.031|       0.122|  Yes   |     737.355|  Short   | 0.000|
|172 | 2023-05-01 | 2023-05-05 | MSOL  |      24.420|      48.840|      12.210|      12.210|   No   |     669.862|  Short   | 0.000|
|173 | 2023-03-16 | 2023-05-06 | BUNNY |       0.213|       0.426|       0.106|       0.426|  Yes   |     704.564|  Short   | 0.000|
|174 | 2023-05-06 | 2023-05-07 | USDH  |       0.998|       1.996|       0.499|       0.499|   No   |     637.578|  Short   | 0.000|
|175 | 2023-05-03 | 2023-05-08 | WOJAK |       0.001|       0.001|       0.000|       0.001|  Yes   |     674.446|  Short   | 0.000|
|176 | 2023-05-06 | 2023-05-08 |PEPECOIN|       0.184|       0.367|       0.092|       0.367|  Yes   |     707.939|  Short   | 0.000|
|177 | 2023-05-06 | 2023-05-08 | POGAI |       0.000|       0.000|       0.000|       0.000|  Yes   |     741.432|  Short   | 0.000|
|178 | 2023-04-26 | 2023-05-10 | SPUME |       0.023|       0.047|       0.012|       0.047|  Yes   |     777.231|  Short   | 0.000|
|179 | 2023-05-03 | 2023-05-10 |MEMEME |       0.000|       0.000|       0.000|       0.000|   No   |     703.495|  Short   | 0.000|
|180 | 2023-05-11 | 2023-05-12 |MEMEME |       0.000|       0.000|       0.000|       0.000|  Yes   |     738.670|  Short   | 0.000|
|181 | 2023-04-28 | 2023-05-13 | LPOOL |       0.393|       0.787|       0.197|       0.787|  Yes   |     771.062|  Short   | 0.000|
|182 | 2023-05-12 | 2023-05-14 | CAPO  |       0.008|       0.016|       0.004|       0.004|   No   |     700.713|  Short   | 0.000|
|183 | 2023-05-08 | 2023-05-15 | SWRV  |       0.116|       0.233|       0.058|       0.233|  Yes   |     732.592|  Short   | 0.000|
|184 | 2023-05-08 | 2023-05-16 |SPONGE |       0.001|       0.002|       0.000|       0.002|  Yes   |     764.471|  Short   | 0.000|
|185 | 2023-05-15 | 2023-05-18 |SAUDIPEPE|       0.000|       0.001|       0.000|       0.001|  Yes   |     799.506|  Short   | 0.000|
|186 | 2023-05-24 | 2023-05-25 | MSOL  |      21.270|      42.540|      10.635|      10.635|   No   |     719.556|  Short   | 0.000|
|187 | 2023-04-09 | 2023-05-31 |  OG   |      10.658|      21.316|       5.329|      21.316|  Yes   |     750.592|  Short   | 0.000|
|188 | 2023-05-09 | 2023-06-01 |  ML   |       0.150|       0.300|       0.075|       0.300|  Yes   |     787.664|  Short   | 0.000|
|189 | 2023-06-01 | 2023-06-02 | MSOL  |      22.770|      45.540|      11.385|      11.385|   No   |     712.605|  Short   | 0.000|
|190 | 2023-04-24 | 2023-06-03 | PLCU  |   1,196.680|   2,393.360|     598.340|   2,393.360|  Yes   |     746.668|  Short   | 0.000|
|191 | 2023-06-03 | 2023-06-04 | MSOL  |      23.610|      47.220|      11.805|      11.805|   No   |     675.408|  Short   | 0.000|
|192 | 2023-06-07 | 2023-06-08 | ARAW  |       0.047|       0.094|       0.024|       0.094|  Yes   |     709.178|  Short   | 0.000|
|193 | 2023-06-10 | 2023-06-11 |WASSIE |       0.000|       0.000|       0.000|       0.000|   No   |     638.260|  Short   | 0.000|
|194 | 2023-06-13 | 2023-06-14 |WASSIE |       0.000|       0.000|       0.000|       0.000|  Yes   |     670.173|  Short   | 0.000|
|195 | 2023-06-14 | 2023-06-15 |  IGU  |       0.045|       0.089|       0.022|       0.022|   No   |     606.347|  Short   | 0.000|
|196 | 2023-05-17 | 2023-06-16 | EMON  |       0.005|       0.009|       0.002|       0.009|  Yes   |     644.571|  Short   | 0.000|
|197 | 2023-06-18 | 2023-06-26 |WASSIE |       0.000|       0.000|       0.000|       0.000|  Yes   |     676.799|  Short   | 0.000|
|198 | 2023-06-15 | 2023-06-30 |  PSL  |       0.000|       0.001|       0.000|       0.001|  Yes   |     710.308|  Short   | 0.000|
|199 | 2023-05-20 | 2023-07-02 | ARIX  |       0.238|       0.477|       0.119|       0.477|  Yes   |     750.283|  Short   | 0.000|
|200 | 2023-07-04 | 2023-07-07 | PRMX  |       0.000|       0.000|       0.000|       0.000|  Yes   |     787.797|  Short   | 0.000|
|201 | 2023-05-13 | 2023-07-11 | FIST  |       0.014|       0.028|       0.007|       0.028|  Yes   |     824.731|  Short   | 0.000|
|202 | 2023-06-02 | 2023-07-14 |SAUDIPEPE|       0.000|       0.000|       0.000|       0.000|  Yes   |     864.114|  Short   | 0.000|
|203 | 2023-05-22 | 2023-07-20 |  NUM  |       0.044|       0.087|       0.022|       0.030|  Yes   |     889.197|  Short   | 0.000|
|204 | 2023-07-17 | 2023-07-21 |  AIE  |       0.000|       0.001|       0.000|       0.000|   No   |     802.785|  Short   | 0.000|
|205 | 2023-05-25 | 2023-07-23 | SAMO  |       0.006|       0.012|       0.003|       0.004|  Yes   |     829.292|  Short   | 0.000|
|206 | 2023-07-23 | 2023-07-24 |  MIM  |       0.974|       1.947|       0.487|       0.487|   No   |     749.013|  Short   | 0.000|
|207 | 2023-05-27 | 2023-07-25 |  CND  |       0.002|       0.005|       0.001|       0.002|  Yes   |     770.144|  Short   | 0.000|
|208 | 2023-06-18 | 2023-07-25 |  SKU  |       0.007|       0.014|       0.003|       0.003|   No   |     705.687|  Short   | 0.000|
|209 | 2023-07-20 | 2023-07-27 |GAYPEPE|       0.001|       0.001|       0.000|       0.001|  Yes   |     748.892|  Short   | 0.000|
|210 | 2023-05-30 | 2023-07-28 |  LM   |       0.027|       0.053|       0.013|       0.021|  Yes   |     763.975|  Short   | 0.000|
|211 | 2023-06-28 | 2023-08-15 |  MAV  |       0.521|       1.042|       0.261|       1.042|  Yes   |     797.814|  Short   | 0.000|
|212 | 2023-08-15 | 2023-08-16 | MNTC  |       4.655|       9.310|       2.328|       2.328|   No   |     721.417|  Short   | 0.000|
|213 | 2023-08-17 | 2023-08-18 | MNTC  |      12.833|      25.665|       6.416|       6.416|   No   |     649.275|  Short   | 0.000|
|214 | 2023-07-04 | 2023-09-01 | MSOL  |      21.460|      42.920|      10.730|      21.910|   No   |     647.702|  Short   | 0.000|
|215 | 2023-08-14 | 2023-09-01 |  XMX  |       0.000|       0.000|       0.000|       0.000|  Yes   |     685.901|  Short   | 0.000|
|216 | 2023-07-15 | 2023-09-12 | BOTX  |       0.003|       0.007|       0.002|       0.002|  Yes   |     722.360|  Short   | 0.000|
|217 | 2023-09-07 | 2023-09-13 | CARE  |       0.000|       0.000|       0.000|       0.000|  Yes   |     756.655|  Short   | 0.000|
|218 | 2023-08-08 | 2023-09-15 |  PIX  |       0.001|       0.001|       0.000|       0.001|  Yes   |     794.853|  Short   | 0.000|
|219 | 2023-09-06 | 2023-09-23 |  AGI  |       0.092|       0.183|       0.046|       0.183|  Yes   |     829.149|  Short   | 0.000|
|220 | 2023-09-30 | 2023-10-01 | CARE  |       0.026|       0.052|       0.013|       0.052|  Yes   |     870.606|  Short   | 0.000|
|221 | 2023-10-05 | 2023-10-06 | CARE  |       0.000|       0.000|       0.000|       0.000|   No   |     783.545|  Short   | 0.000|
|222 | 2023-08-20 | 2023-10-18 |  KOK  |       0.009|       0.018|       0.005|       0.006|  Yes   |     802.216|  Short   | 0.000|
|223 | 2023-08-21 | 2023-10-19 |  XTM  |       0.026|       0.052|       0.013|       0.018|  Yes   |     821.041|  Short   | 0.000|
|224 | 2023-08-31 | 2023-10-29 | FIST  |       0.009|       0.019|       0.005|       0.010|   No   |     819.814|  Short   | 0.000|
|225 | 2023-10-26 | 2023-10-31 | PNDC  |       0.000|       0.000|       0.000|       0.000|   No   |     737.710|  Short   | 0.000|
|226 | 2023-10-30 | 2023-11-01 | DOGGY |       0.001|       0.001|       0.000|       0.000|   No   |     655.729|  Short   | 0.000|
|227 | 2023-09-04 | 2023-11-02 |  LGX  |       0.003|       0.006|       0.002|       0.003|  Yes   |     665.328|  Short   | 0.000|
|228 | 2023-11-05 | 2023-11-11 |  VTS  |       0.125|       0.251|       0.063|       0.063|   No   |     598.796|  Short   | 0.000|
|229 | 2023-09-15 | 2023-11-13 | VEMP  |       0.005|       0.011|       0.003|       0.006|   No   |     586.166|  Short   | 0.000|
|230 | 2023-11-13 | 2023-11-14 | MYRO  |       0.002|       0.005|       0.001|       0.001|   No   |     526.286|  Short   | 0.000|
|231 | 2023-11-16 | 2023-11-17 | CAGA  |       0.000|       0.000|       0.000|       0.000|   No   |     473.658|  Short   | 0.000|
|232 | 2023-11-09 | 2023-11-19 | FERC  |       0.133|       0.267|       0.067|       0.267|  Yes   |     506.924|  Short   | 0.000|
|233 | 2023-11-20 | 2023-11-29 | AIOZ  |       0.063|       0.127|       0.032|       0.032|   No   |     456.232|  Short   | 0.000|
|234 | 2023-10-13 | 2023-12-02 |BIGTIME|       0.212|       0.423|       0.106|       0.106|   No   |     377.877|  Short   | 0.000|
|235 | 2023-10-06 | 2023-12-04 | POLA  |       0.017|       0.035|       0.009|       0.013|  Yes   |     397.712|  Short   | 0.000|
|236 | 2023-10-14 | 2023-12-07 | LUCA  |       0.285|       0.570|       0.142|       0.142|   No   |     319.358|  Short   | 0.000|
|237 | 2023-12-01 | 2023-12-07 | PERL  |       0.010|       0.020|       0.005|       0.020|  Yes   |     342.169|  Short   | 0.000|
|238 | 2023-10-22 | 2023-12-09 |  THG  |       0.042|       0.084|       0.021|       0.021|   No   |     260.065|  Short   | 0.000|
|239 | 2023-11-20 | 2023-12-09 |  ZNN  |       2.402|       4.803|       1.201|       1.201|   No   |     209.373|  Short   | 0.000|
|240 | 2023-10-18 | 2023-12-10 | NRFB  |       0.001|       0.002|       0.000|       0.000|   No   |     131.018|  Short   | 0.000|
|241 | 2023-12-09 | 2023-12-15 |  MNR  |       0.001|       0.002|       0.001|       0.002|  Yes   |     148.127|  Short   | 0.000|
|242 | 2023-11-02 | 2023-12-18 | DOGGY |       0.002|       0.003|       0.001|       0.003|  Yes   |     180.913|  Short   | 0.000|
|243 | 2023-10-23 | 2023-12-21 | RACA  |       0.000|       0.000|       0.000|       0.000|   No   |     159.368|  Short   | 0.000|
|244 | 2023-11-16 | 2023-12-24 |  OTK  |       0.018|       0.037|       0.009|       0.009|   No   |     106.739|  Short   | 0.000|
|245 | 2023-12-22 | 2023-12-24 | DGLN  |       0.000|       0.000|       0.000|       0.000|  Yes   |     114.708|  Short   | 0.000|
|246 | 2023-12-22 | 2023-12-26 |  BOK  |       0.002|       0.004|       0.001|       0.001|   No   |      98.771|  Short   | 0.000|
|247 | 2023-12-26 | 2023-12-28 | 1SOL  |       0.059|       0.119|       0.030|       0.119|  Yes   |     104.506|  Short   | 0.000|
|248 | 2023-12-26 | 2023-12-30 | KIMBO |       0.000|       0.000|       0.000|       0.000|   No   |      93.036|  Short   | 0.000|
|249 | 2023-12-30 | 2024-01-03 |SEILOR |       0.056|       0.113|       0.028|       0.028|   No   |      82.585|  Short   | 0.000|
|250 | 2024-01-14 | 2024-01-15 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      74.326|  Short   | 0.000|
|251 | 2023-12-31 | 2024-01-23 | TAKI  |       0.033|       0.066|       0.017|       0.066|  Yes   |      78.978|  Short   | 0.000|
|252 | 2023-12-10 | 2024-02-03 |  LIQ  |       0.004|       0.009|       0.002|       0.009|  Yes   |      89.447|  Short   | 0.000|
|253 | 2023-12-08 | 2024-02-05 | MYTH  |       0.502|       1.004|       0.251|       0.294|  Yes   |     103.644|  Short   | 0.000|
|254 | 2023-12-10 | 2024-02-07 | TURBO |       0.000|       0.001|       0.000|       0.000|  Yes   |     110.148|  Short   | 0.000|
|255 | 2023-12-11 | 2024-02-08 |  DOS  |       0.003|       0.006|       0.001|       0.002|  Yes   |     114.544|  Short   | 0.000|
|256 | 2023-12-11 | 2024-02-08 |MEMEME |       0.000|       0.000|       0.000|       0.000|  Yes   |     118.911|  Short   | 0.000|
|257 | 2023-12-11 | 2024-02-08 |  OKT  |      26.086|      52.171|      13.043|      16.408|  Yes   |     123.772|  Short   | 0.000|
|258 | 2024-02-08 | 2024-02-09 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     112.757|  Short   | 0.000|
|259 | 2023-12-17 | 2024-02-14 | HOPR  |       0.087|       0.174|       0.044|       0.067|  Yes   |     116.177|  Short   | 0.000|
|260 | 2024-02-14 | 2024-02-18 | ASTX  |     883.410|   1,766.820|     441.705|     441.705|   No   |     104.901|  Short   | 0.000|
|261 | 2024-02-19 | 2024-02-20 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      94.411|  Short   | 0.000|
|262 | 2024-02-19 | 2024-02-20 |  GFY  |       0.000|       0.000|       0.000|       0.000|   No   |      83.921|  Short   | 0.000|
|263 | 2024-02-20 | 2024-02-21 |  ICE  |       0.007|       0.014|       0.004|       0.004|   No   |      73.431|  Short   | 0.000|
|264 | 2024-02-21 | 2024-02-22 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      65.039|  Short   | 0.000|
|265 | 2024-02-10 | 2024-02-23 |DOGWIFHAT|       0.019|       0.037|       0.009|       0.037|  Yes   |      70.677|  Short   | 0.000|
|266 | 2023-12-27 | 2024-02-24 | JULD  |       0.005|       0.011|       0.003|       0.006|   No   |      70.231|  Short   | 0.000|
|267 | 2024-02-23 | 2024-02-24 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      63.727|  Short   | 0.000|
|268 | 2024-02-22 | 2024-02-25 | LITHO |       0.001|       0.002|       0.001|       0.002|  Yes   |      67.398|  Short   | 0.000|
|269 | 2024-02-25 | 2024-02-26 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      61.026|  Short   | 0.000|
|270 | 2024-02-25 | 2024-02-26 |  COQ  |       0.000|       0.000|       0.000|       0.000|   No   |      54.653|  Short   | 0.000|
|271 | 2024-02-21 | 2024-02-28 |  GFY  |       0.000|       0.000|       0.000|       0.000|   No   |      46.261|  Short   | 0.000|
|272 | 2024-02-27 | 2024-02-28 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      40.796|  Short   | 0.000|
|273 | 2024-02-29 | 2024-03-01 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      36.716|  Short   | 0.000|
|274 | 2024-02-29 | 2024-03-01 |USEDCAR|       0.026|       0.052|       0.013|       0.013|   No   |      32.637|  Short   | 0.000|
|275 | 2024-03-02 | 2024-03-03 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      29.373|  Short   | 0.000|
|276 | 2024-02-26 | 2024-03-05 |  EFX  |       0.051|       0.103|       0.026|       0.103|  Yes   |      32.743|  Short   | 0.000|
|277 | 2024-03-04 | 2024-03-05 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      29.805|  Short   | 0.000|
|278 | 2024-03-06 | 2024-03-07 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |      26.825|  Short   | 0.000|
|279 | 2024-03-07 | 2024-03-14 |FAKEAI |       0.029|       0.057|       0.014|       0.057|  Yes   |      28.315|  Short   | 0.000|
|280 | 2024-03-08 | 2024-03-14 |WASSIE |       0.000|       0.000|       0.000|       0.000|   No   |      25.633|  Short   | 0.000|
|281 | 2024-02-21 | 2024-03-15 | STRDY |       0.319|       0.637|       0.159|       0.159|   No   |      17.241|  Short   | 0.000|
|282 | 2024-01-17 | 2024-03-16 | FUNCH |       3.079|       6.158|       1.539|       3.296|   No   |      16.717|  Short   | 0.000|
|283 | 2024-01-25 | 2024-03-18 |  VV   |       0.011|       0.021|       0.005|       0.021|  Yes   |      20.666|  Short   | 0.000|
|284 | 2024-03-15 | 2024-03-19 | PENG  |       1.358|       2.716|       0.679|       2.716|  Yes   |      21.947|  Short   | 0.000|
|285 | 2024-03-02 | 2024-03-21 |  PDA  |       0.325|       0.650|       0.162|       0.650|  Yes   |      23.579|  Short   | 0.000|
|286 | 2024-02-17 | 2024-03-27 |  XOR  |       0.000|       0.001|       0.000|       0.001|  Yes   |      29.388|  Short   | 0.000|
|287 | 2024-03-02 | 2024-03-27 |DOGWIFHAT|       0.049|       0.098|       0.024|       0.098|  Yes   |      31.020|  Short   | 0.000|
|288 | 2024-02-09 | 2024-04-08 | ORNJ  |       0.542|       1.084|       0.271|       0.603|   No   |      29.625|  Short   | 0.000|
|289 | 2024-03-02 | 2024-04-30 |  OLE  |       0.050|       0.101|       0.025|       0.073|   No   |      28.197|  Short   | 0.000|

Final trading capital is:28.197297744461
Highest Capital: 1495.4084839871
Max Drawdown :-0.98847095948751
Win percentage is: 0.6159169550173
Average fee: 0.76199931729436
Average risk reward: 0
There's no long positions
Short positions win percentage: 0.6159169550173


General Information about the all iterations:
Number of iterations: 1
Average of final trading capital: 28.197297744461
Standart Deviation of final trading capital: 0

Average of risk reward ratio: 0
Standart Deviation of risk reward ratio: 0

Average of risk win percentage: 0.6159169550173
Standart Deviation of win percentage: 0

Average of max drawdown: -0.98847095948751
Standart Deviation of max drawdown: 0

Average of highest capital: 1495.4084839871
Standart Deviation of highest capital: 0


Amount of simulations where final trading capital is high gain: 0
Amount of simulations where final trading capital is medium gain: 0
Amount of simulations where final trading capital is minimum gain: 0
Amount of simulations where final trading capital is lower than initial investment: 1
Iteration number: 1


| #  | Trade Date | Exit Date  |Ticker |Enter Price | Stop Loss  |Take Profit | Exit Price | Winner |  Capital   | Position |Spread|
+----------------------------------------------------------------------------------------------------------------------------------+
| 1  | 2021-11-02 | 2021-11-03 |  CAT  |       1.641|       3.249|       0.812|       3.240|  Yes   |   1,051.542|  Short   | 0.016|
| 2  | 2021-11-05 | 2021-11-08 |  BSG  |       0.000|       0.000|       0.000|       0.000|  Yes   |   1,105.638|  Short   | 0.000|
| 3  | 2021-11-03 | 2021-11-10 | CEEK  |       0.252|       0.498|       0.125|       0.119|   No   |   1,008.964|  Short   | 0.002|
| 4  | 2021-11-05 | 2021-11-15 | PIZA  |       0.000|       0.001|       0.000|       0.001|  Yes   |   1,063.110|  Short   | 0.000|
| 5  | 2021-11-05 | 2021-11-16 |  MNY  |       0.022|       0.043|       0.011|       0.011|   No   |     959.798|  Short   | 0.000|
| 6  | 2021-11-19 | 2021-11-26 | YOYOW |       0.045|       0.090|       0.023|       0.090|  Yes   |   1,009.211|  Short   | 0.000|
| 7  | 2021-11-03 | 2021-12-03 | SHOPX |       0.217|       0.429|       0.107|       0.428|  Yes   |   1,060.737|  Short   | 0.002|
| 8  | 2021-11-27 | 2021-12-03 |  PSB  |       2.575|       5.098|       1.275|       5.086|  Yes   |   1,112.698|  Short   | 0.025|
| 9  | 2021-11-04 | 2021-12-04 |  PAY  |       0.107|       0.211|       0.053|       0.211|  Yes   |   1,166.888|  Short   | 0.001|
| 10 | 2021-11-21 | 2021-12-04 | DCAU  |      19.077|      37.776|       9.444|      37.683|  Yes   |   1,216.310|  Short   | 0.189|
| 11 | 2021-11-04 | 2021-12-05 | IDEA  |       0.410|       0.812|       0.203|       0.810|  Yes   |   1,270.519|  Short   | 0.004|
| 12 | 2021-11-09 | 2021-12-05 |  CRT  |       0.455|       0.901|       0.225|       0.899|  Yes   |   1,327.486|  Short   | 0.005|
| 13 | 2021-11-03 | 2021-12-06 | TRAC  |       2.393|       4.738|       1.185|       4.725|  Yes   |   1,379.038|  Short   | 0.024|
| 14 | 2021-11-05 | 2021-12-06 |  SMT  |       0.005|       0.009|       0.002|       0.009|  Yes   |   1,433.210|  Short   | 0.000|
| 15 | 2021-12-10 | 2021-12-11 |LUCHOW |       0.000|       0.000|       0.000|       0.000|  Yes   |   1,507.737|  Short   | 0.000|
| 16 | 2021-11-03 | 2021-12-13 | EPIK  |       0.497|       0.985|       0.246|       0.982|  Yes   |   1,559.218|  Short   | 0.005|
| 17 | 2021-12-11 | 2021-12-13 | MOBI  |       0.124|       0.246|       0.062|       0.059|   No   |   1,420.416|  Short   | 0.001|
| 18 | 2021-12-10 | 2021-12-26 | VERI  |      94.102|     186.340|      46.585|      44.772|   No   |   1,281.318|  Short   | 0.932|
| 19 | 2021-12-19 | 2021-12-26 | OPEN  |       0.002|       0.005|       0.001|       0.001|   No   |   1,142.946|  Short   | 0.000|
| 20 | 2021-12-12 | 2022-01-07 |  XUC  |       0.207|       0.411|       0.103|       0.410|  Yes   |   1,220.597|  Short   | 0.002|
| 21 | 2021-11-11 | 2022-01-09 | IOTX  |       0.185|       0.366|       0.092|       0.103|  Yes   |   1,265.783|  Short   | 0.002|
| 22 | 2022-01-08 | 2022-01-09 |  SOC  |       0.003|       0.006|       0.001|       0.001|   No   |   1,148.332|  Short   | 0.000|
| 23 | 2021-12-23 | 2022-01-10 |SPARTA |       0.409|       0.811|       0.203|       0.809|  Yes   |   1,221.492|  Short   | 0.004|
| 24 | 2022-01-10 | 2022-01-15 | 2OMB  |       5.341|      10.577|       2.644|       2.485|   No   |   1,111.261|  Short   | 0.053|
| 25 | 2021-12-28 | 2022-01-20 |HELMET |       0.160|       0.318|       0.079|       0.317|  Yes   |   1,170.117|  Short   | 0.002|
| 26 | 2022-01-14 | 2022-01-21 |  NCT  |       0.118|       0.234|       0.058|       0.233|  Yes   |   1,232.915|  Short   | 0.001|
| 27 | 2021-12-04 | 2022-01-22 |  COS  |       0.030|       0.060|       0.015|       0.060|  Yes   |   1,290.174|  Short   | 0.000|
| 28 | 2021-12-04 | 2022-01-22 | CTXC  |       0.540|       1.070|       0.268|       1.067|  Yes   |   1,347.476|  Short   | 0.005|
| 29 | 2022-01-15 | 2022-01-22 | EHASH |       0.126|       0.250|       0.063|       0.249|  Yes   |   1,410.812|  Short   | 0.001|
| 30 | 2022-01-20 | 2022-01-22 | WEVE  |       0.132|       0.261|       0.065|       0.261|  Yes   |   1,467.810|  Short   | 0.001|
| 31 | 2022-01-22 | 2022-01-24 |  ETM  |       0.005|       0.009|       0.002|       0.002|   No   |   1,356.430|  Short   | 0.000|
| 32 | 2021-12-16 | 2022-02-13 | KDAG  |       0.715|       1.415|       0.354|       0.448|  Yes   |   1,409.933|  Short   | 0.007|
| 33 | 2021-12-17 | 2022-02-14 |  GXC  |       1.859|       3.682|       0.921|       1.544|  Yes   |   1,434.285|  Short   | 0.018|
| 34 | 2021-12-20 | 2022-02-17 |  IPX  |       0.060|       0.118|       0.029|       0.045|  Yes   |   1,469.367|  Short   | 0.001|
| 35 | 2022-02-17 | 2022-02-21 | X2Y2  |       2.504|       4.958|       1.240|       4.950|  Yes   |   1,543.007|  Short   | 0.025|
| 36 | 2022-02-22 | 2022-02-23 |  PTX  |       0.057|       0.114|       0.028|       0.113|  Yes   |   1,623.004|  Short   | 0.001|
| 37 | 2021-12-28 | 2022-02-25 | SPRT  |       0.654|       1.295|       0.324|       0.313|   No   |   1,511.826|  Short   | 0.006|
| 38 | 2022-02-02 | 2022-03-07 | KART  |       0.155|       0.307|       0.077|       0.306|  Yes   |   1,581.673|  Short   | 0.002|
| 39 | 2022-03-02 | 2022-03-07 | ZODI  |       0.235|       0.466|       0.117|       0.113|   No   |   1,434.473|  Short   | 0.002|
| 40 | 2022-03-12 | 2022-03-15 | BASE  |       2.939|       5.820|       1.455|       1.409|   No   |   1,294.745|  Short   | 0.029|
| 41 | 2022-03-13 | 2022-03-17 |  SSG  |       0.645|       1.278|       0.319|       1.275|  Yes   |   1,368.518|  Short   | 0.006|
| 42 | 2022-01-23 | 2022-03-23 |  TXT  |       0.004|       0.008|       0.002|       0.004|   No   |   1,366.764|  Short   | 0.000|
| 43 | 2022-01-24 | 2022-03-24 | VELO  |       0.073|       0.145|       0.036|       0.041|  Yes   |   1,432.105|  Short   | 0.001|
| 44 | 2022-01-24 | 2022-03-24 | MCO2  |      13.584|      26.900|       6.725|      10.131|  Yes   |   1,469.798|  Short   | 0.134|
| 45 | 2022-03-24 | 2022-03-27 |  DAV  |       0.003|       0.006|       0.001|       0.001|   No   |   1,336.076|  Short   | 0.000|
| 46 | 2022-01-29 | 2022-03-29 |  GNX  |       0.016|       0.032|       0.008|       0.018|   No   |   1,321.454|  Short   | 0.000|
| 47 | 2022-02-28 | 2022-03-31 |  BHP  |       1.231|       2.437|       0.609|       2.431|  Yes   |   1,399.303|  Short   | 0.012|
| 48 | 2022-02-01 | 2022-04-01 | SILO  |       0.395|       0.782|       0.196|       0.514|   No   |   1,357.887|  Short   | 0.004|
| 49 | 2022-04-02 | 2022-04-11 |JUSTICE|       0.001|       0.003|       0.001|       0.003|  Yes   |   1,427.799|  Short   | 0.000|
| 50 | 2022-03-04 | 2022-04-28 | NYZO  |       0.073|       0.145|       0.036|       0.144|  Yes   |   1,505.718|  Short   | 0.001|
| 51 | 2022-04-15 | 2022-04-29 | ICHI  |      10.741|      21.269|       5.317|      21.218|  Yes   |   1,579.219|  Short   | 0.106|
